"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
238,"ALNY","Alnylam Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",15252.70,,131.66,-0.07%,61300
239,"ALOT","AstroNova, Inc.","Technology","Computer Hardware","USA",52.43,120.97,7.44,-0.80%,1488
240,"ALPN","Alpine Immune Sciences, Inc.","Healthcare","Biotechnology","USA",211.06,,8.47,-0.24%,16229
241,"ALRM","Alarm.com Holdings, Inc.","Technology","Software - Application","USA",2881.88,52.40,59.15,0.51%,151341
242,"ALRN","Aileron Therapeutics, Inc.","Healthcare","Biotechnology","USA",48.92,,1.17,-0.55%,104977
243,"ALRS","Alerus Financial Corporation","Financial","Banks - Regional","USA",353.97,11.55,20.35,-0.83%,1342
244,"ALSK","Alaska Communications Systems Group, Inc.","Communication Services","Telecom Services","USA",119.13,12.57,2.26,2.73%,91069
245,"ALSN","Allison Transmission Holdings, Inc.","Consumer Cyclical","Auto Parts","USA",4135.63,10.32,35.69,-1.88%,195400
246,"ALT","Altimmune, Inc.","Healthcare","Biotechnology","USA",784.60,,21.55,-2.00%,749761
247,"ALTA","Altabancorp","Financial","Banks - Regional","USA",388.71,8.86,20.30,-0.88%,5836
248,"ALTG","Alta Equipment Group Inc.","Industrials","Rental & Leasing Services","USA",256.45,,8.63,0.35%,15805
249,"ALTL","Pacer Lunt Large Cap Alternator ETF","Financial","Exchange Traded Fund","USA",,,25.35,0.14%,528
250,"ALTM","Altus Midstream Company","Energy","Oil & Gas Midstream","USA",217.23,,13.52,1.20%,1931
251,"ALTR","Altair Engineering Inc.","Technology","Software - Infrastructure","USA",3119.86,,41.91,0.24%,15104
252,"ALTS","ProShares Morningstar Alternatives Solution ETF","Financial","Exchange Traded Fund","USA",,,35.07,-0.01%,1
253,"ALTY","Global X SuperDividend Alternatives ETF","Financial","Exchange Traded Fund","USA",,,10.97,-0.27%,5869
254,"ALV","Autoliv, Inc.","Consumer Cyclical","Auto Parts","Sweden",6237.27,43.94,72.58,2.42%,305148
255,"ALVR","AlloVir, Inc.","Healthcare","Biotechnology","USA",2065.42,,32.35,-0.95%,87990
256,"ALX","Alexander's, Inc.","Real Estate","REIT - Retail","USA",1352.91,28.28,266.49,0.85%,1631
257,"ALXN","Alexion Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",22553.04,27.44,102.71,0.28%,413491
258,"ALXO","ALX Oncology Holdings Inc.","Healthcare","Biotechnology","USA",1545.81,,42.61,-2.34%,23031
259,"ALYA","Alithya Group Inc.","Technology","Information Technology Services","Canada",112.52,,2.08,-5.88%,27269
260,"AM","Antero Midstream Corporation","Energy","Oil & Gas Midstream","USA",3464.77,,7.16,-1.65%,1275864
261,"AMAG","AMAG Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",353.05,,9.98,-0.10%,100909
262,"AMAL","Amalgamated Bank","Financial","Banks - Regional","USA",377.55,8.63,12.17,-0.65%,3666
263,"AMAT","Applied Materials, Inc.","Technology","Semiconductor Equipment & Materials","USA",59842.30,18.51,63.57,-0.27%,2053186
264,"AMBA","Ambarella, Inc.","Technology","Semiconductor Equipment & Materials","USA",1655.25,,50.10,3.88%,384828
265,"AMBC","Ambac Financial Group, Inc.","Financial","Insurance - Specialty","USA",609.28,,12.61,-2.85%,26239
266,"AMBO","Ambow Education Holding Ltd.","Consumer Defensive","Education & Training Services","China",59.12,,2.63,-1.87%,6039
267,"AMC","AMC Entertainment Holdings, Inc.","Communication Services","Entertainment","USA",648.39,,5.36,-0.92%,1957418
268,"AMCA","iShares Russell 1000 Pure U.S. Revenue ETF","Financial","Exchange Traded Fund","USA",,,28.29,-0.39%,1
269,"AMCI","AMCI Acquisition Corp.","Financial","Shell Companies","USA",210.12,,10.30,0.19%,12
270,"AMCR","Amcor plc","Consumer Cyclical","Packaging & Containers","Switzerland",17376.02,28.02,10.75,-1.10%,1375237
271,"AMCX","AMC Networks Inc.","Communication Services","Broadcasting","USA",1319.41,7.47,25.10,-1.80%,135852
272,"AMD","Advanced Micro Devices, Inc.","Technology","Semiconductors","USA",96330.43,165.17,84.68,1.93%,17613716
273,"AME","AMETEK, Inc.","Industrials","Specialty Industrial Machinery","USA",23128.56,26.13,100.35,-0.45%,93812
274,"AMED","Amedisys, Inc.","Healthcare","Medical Care Facilities","USA",7601.30,61.62,237.20,-0.49%,38696
275,"AMEH","Apollo Medical Holdings, Inc.","Healthcare","Medical Care Facilities","USA",1004.84,32.29,19.45,2.80%,157391
276,"AMG","Affiliated Managers Group, Inc.","Financial","Asset Management","USA",3349.07,28.48,70.78,-0.31%,46343
277,"AMGN","Amgen Inc.","Healthcare","Drug Manufacturers - General","USA",138604.68,19.25,246.60,4.68%,2973425
278,"AMH","American Homes 4 Rent","Real Estate","REIT - Residential","USA",8525.63,104.05,28.05,-1.61%,459822
279,"AMJ","JPMorgan Alerian MLP Index ETN","Financial","Exchange Traded Fund","USA",,,12.98,-2.11%,286795
280,"AMK","AssetMark Financial Holdings, Inc.","Financial","Asset Management","USA",1735.89,,23.85,-0.38%,3210
281,"AMKR","Amkor Technology, Inc.","Technology","Semiconductors","USA",3157.68,11.30,12.73,-0.39%,225629
282,"AMLP","Alerian MLP ETF","Financial","Exchange Traded Fund","USA",,,23.25,-1.90%,853700
283,"AMN","AMN Healthcare Services, Inc.","Healthcare","Medical Care Facilities","USA",2493.44,29.38,53.06,-0.43%,68420
284,"AMNB","American National Bankshares Inc.","Financial","Banks - Regional","USA",264.59,8.52,23.52,1.34%,2651
285,"AMOM","QRAFT AI-Enhanced U.S. Large Cap Momentum ETF","Financial","Exchange Traded Fund","USA",,,35.39,0.55%,1685
286,"AMOT","Allied Motion Technologies Inc.","Technology","Electronic Components","USA",431.10,27.77,43.43,-1.07%,3958
287,"AMP","Ameriprise Financial, Inc.","Financial","Asset Management","USA",19046.27,8.25,157.65,-0.04%,117548
288,"AMPE","Ampio Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",123.14,,0.69,-4.58%,1543906
289,"AMPH","Amphastar Pharmaceuticals, Inc.","Healthcare","Drug Manufacturers - Specialty & Generic","USA",974.01,245.37,19.99,-0.65%,23171
290,"AMPY","Amplify Energy Corp.","Energy","Oil & Gas E&P","USA",44.69,,1.10,-2.23%,183232
291,"AMRB","American River Bankshares","Financial","Banks - Regional","USA",58.43,9.44,10.28,2.39%,4
292,"AMRC","Ameresco, Inc.","Industrials","Engineering & Construction","USA",1502.71,35.99,32.64,4.72%,448308
293,"AMRH","Ameri Holdings, Inc.","Technology","Information Technology Services","USA",8.32,,1.46,2.82%,43135
294,"AMRK","A-Mark Precious Metals, Inc.","Financial","Capital Markets","USA",159.43,13.81,23.05,-0.82%,9554
295,"AMRN","Amarin Corporation plc","Healthcare","Biotechnology","Ireland",2621.96,,6.63,-2.36%,1504769
296,"AMRS","Amyris, Inc.","Basic Materials","Specialty Chemicals","USA",720.95,,3.18,-7.92%,964166
297,"AMRX","Amneal Pharmaceuticals, Inc.","Healthcare","Drug Manufacturers - Specialty & Generic","USA",1195.55,,3.94,-0.88%,386979
298,"AMS","American Shared Hospital Services","Healthcare","Medical Care Facilities","USA",12.03,,2.10,-0.47%,5547
299,"AMSC","American Superconductor Corporation","Industrials","Specialty Industrial Machinery","USA",296.33,,12.79,-2.07%,44875
300,"AMSF","AMERISAFE, Inc.","Financial","Insurance - Specialty","USA",1274.62,14.11,65.26,-0.78%,8046
301,"AMSWA","American Software, Inc.","Technology","Software - Application","USA",578.62,83.94,17.34,-0.69%,9249
302,"AMT","American Tower Corporation (REIT)","Real Estate","REIT - Specialty","USA",108145.77,56.93,246.05,0.25%,319465
303,"AMTB","Amerant Bancorp Inc.","Financial","Banks - Regional","USA",534.84,44.51,13.67,1.03%,725
304,"AMTD","TD Ameritrade Holding Corporation","Financial","Capital Markets","USA",20610.54,10.64,38.39,1.00%,585785
305,"AMTI","Applied Molecular Transport Inc.","Healthcare","Biotechnology","USA",750.46,,20.95,0.19%,71467
306,"AMTX","Aemetis, Inc.","Energy","Oil & Gas Refining & Marketing","USA",59.22,,2.13,-1.84%,219706
307,"AMU","UBS ETRACS Alerian MLP Index ETN","Financial","Exchange Traded Fund","USA",,,8.21,-1.20%,486
308,"AMUB","UBS ETRACS Alerian MLP Index ETN Series B","Financial","Exchange Traded Fund","USA",,,8.31,-0.17%,1
309,"AMWD","American Woodmark Corporation","Consumer Cyclical","Furnishings, Fixtures & Appliances","USA",1569.81,21.53,86.57,-9.01%,311094
310,"AMX","America Movil, S.A.B. de C.V.","Communication Services","Telecom Services","Mexico",42380.53,36.96,12.58,-0.47%,325438
311,"AMYT","Amryt Pharma plc","Healthcare","Drug Manufacturers - Specialty & Generic","United Kingdom",371.20,,11.69,-0.17%,7407
312,"AMZA","InfraCap MLP ETF","Financial","Exchange Traded Fund","USA",,,16.78,-2.93%,66563
313,"AMZN","Amazon.com, Inc.","Consumer Cyclical","Internet Retail","USA",1663057.02,127.13,3342.38,1.06%,1914051
314,"AN","AutoNation, Inc.","Consumer Cyclical","Auto & Truck Dealerships","USA",5078.24,16.91,57.55,-1.07%,140949
315,"ANAB","AnaptysBio, Inc.","Healthcare","Biotechnology","USA",471.87,,16.97,-0.06%,30097
316,"ANAT","American National Group, Inc.","Financial","Insurance - Diversified","USA",1995.91,7.85,74.00,0.07%,7059
317,"ANCN","Anchiano Therapeutics Ltd","Healthcare","Biotechnology","USA",7.79,,1.04,-0.96%,16538
318,"ANDA","Andina Acquisition Corp. III","Financial","Shell Companies","Colombia",98.17,85.67,10.40,1.17%,1305
319,"ANDE","The Andersons, Inc.","Consumer Defensive","Food Distribution","USA",588.69,,17.75,-0.56%,41807
320,"ANET","Arista Networks, Inc.","Technology","Computer Hardware","USA",16547.92,23.30,218.54,-0.13%,119231
321,"ANF","Abercrombie & Fitch Co.","Consumer Cyclical","Apparel Retail","USA",656.70,,10.86,2.65%,767164
322,"ANGI","ANGI Homeservices Inc.","Communication Services","Internet Content & Information","USA",7385.21,348.81,14.49,-1.09%,1031946
323,"ANGL","VanEck Vectors Fallen Angel High Yield Bond ETF","Financial","Exchange Traded Fund","USA",,,30.53,-0.05%,278203
324,"ANGO","AngioDynamics, Inc.","Healthcare","Medical Instruments & Supplies","USA",347.64,,9.10,0.39%,44416
325,"ANH","Anworth Mortgage Asset Corporation","Real Estate","REIT - Mortgage","USA",178.54,,1.75,-1.41%,370204
326,"ANIK","Anika Therapeutics, Inc.","Healthcare","Biotechnology","USA",552.84,48.76,37.17,-1.77%,14515
327,"ANIP","ANI Pharmaceuticals, Inc.","Healthcare","Drug Manufacturers - Specialty & Generic","USA",402.69,,31.80,-0.66%,9676
328,"ANIX","Anixa Biosciences, Inc.","Healthcare","Diagnostics & Research","USA",58.31,,2.08,-11.11%,313309
329,"ANNX","Annexon, Inc.","Healthcare","Biotechnology","USA",859.44,,23.83,-0.15%,30427
330,"ANPC","AnPac Bio-Medical Science Co., Ltd.","Healthcare","Biotechnology","China",69.91,,5.53,-5.83%,11846
331,"ANSS","ANSYS, Inc.","Technology","Software - Application","USA",28231.70,70.89,327.39,0.66%,55513
332,"ANTE","AirNet Technology Inc.","Communication Services","Advertising Agencies","China",12.51,,0.98,-11.36%,218565
333,"ANTM","Anthem, Inc.","Healthcare","Healthcare Plans","USA",69499.67,12.13,276.15,-1.08%,197674
334,"ANVS","Annovis Bio, Inc.","Healthcare","Biotechnology","USA",36.09,,4.90,-1.01%,12131
335,"ANY","Sphere 3D Corp.","Technology","Software - Application","Canada",19.88,,2.72,-8.72%,428365
336,"AOA","iShares Core Aggressive Allocation ETF","Financial","Exchange Traded Fund","USA",,,58.94,-0.06%,8516
337,"AOD","Aberdeen Total Dynamic Dividend Fund","Financial","Closed-End Fund - Foreign","USA",858.21,,8.13,-0.12%,99997
338,"AOK","iShares Core Conservative Allocation ETF","Financial","Exchange Traded Fund","USA",,,37.47,-0.21%,33299
339,"AOM","iShares Core Moderate Allocation ETF","Financial","Exchange Traded Fund","USA",,,41.40,-0.34%,31992
340,"AON","Aon Plc","Financial","Insurance Brokers","United Kingdom",44819.27,25.33,191.27,0.58%,905214
341,"AOR","iShares Core Growth Allocation ETF","Financial","Exchange Traded Fund","USA",,,48.98,-0.16%,38206
342,"AOS","A. O. Smith Corporation","Industrials","Specialty Industrial Machinery","USA",8048.55,27.33,49.19,-1.05%,141343
343,"AOSL","Alpha and Omega Semiconductor Limited","Technology","Semiconductors","USA",339.69,,13.24,-0.38%,16742
344,"AP","Ampco-Pittsburgh Corporation","Industrials","Metal Fabrication","USA",45.20,6.98,3.45,0.00%,10699
345,"APA","Apache Corporation","Energy","Oil & Gas E&P","USA",5639.76,,14.44,-0.07%,1926244
346,"APAM","Artisan Partners Asset Management Inc.","Financial","Asset Management","USA",3011.78,14.03,38.62,0.99%,97925
347,"APD","Air Products and Chemicals, Inc.","Basic Materials","Chemicals","USA",63458.47,33.35,288.87,0.42%,140822
348,"APDN","Applied DNA Sciences, Inc.","Industrials","Security & Protection Services","USA",46.08,,8.81,-2.11%,255487
349,"APEI","American Public Education, Inc.","Consumer Defensive","Education & Training Services","USA",482.16,36.39,31.26,-2.04%,11609
350,"APEN","Apollo Endosurgery, Inc.","Healthcare","Medical Devices","USA",33.10,,1.41,-1.40%,8009
351,"APEX","Apex Global Brands Inc.","Consumer Cyclical","Apparel Retail","USA",3.96,,0.73,0.41%,175724
352,"APG","APi Group Corporation","Industrials","Engineering & Construction","USA",2489.51,,14.55,-0.03%,82675
353,"APH","Amphenol Corporation","Technology","Electronic Components","USA",32167.16,30.32,108.57,-0.16%,323689
354,"APHA","Aphria Inc.","Healthcare","Drug Manufacturers - Specialty & Generic","Canada",1217.52,15.22,4.51,-0.77%,1152379
355,"API","Agora, Inc.","Technology","Software - Application","China",4604.92,,44.25,-2.53%,179805
356,"APLE","Apple Hospitality REIT, Inc.","Real Estate","REIT - Hotel & Motel","USA",2229.61,,9.85,0.82%,842676
357,"APLS","Apellis Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",2175.42,,28.45,0.92%,83042
358,"APLT","Applied Therapeutics, Inc.","Healthcare","Biotechnology","USA",577.88,,24.42,0.74%,31743
359,"APM","Aptorum Group Limited","Healthcare","Biotechnology","Hong Kong",95.23,,2.71,-3.29%,28854
360,"APO","Apollo Global Management, Inc.","Financial","Asset Management","USA",19956.19,,45.42,-0.31%,257594
361,"APOG","Apogee Enterprises, Inc.","Industrials","Building Products & Equipment","USA",570.02,11.68,21.00,-2.78%,32175
362,"APOP","Cellect Biotechnology Ltd.","Healthcare","Biotechnology","Israel",10.32,,2.61,-1.13%,12138
363,"APPF","AppFolio, Inc.","Technology","Software - Application","USA",5812.98,196.03,171.24,1.57%,10964
364,"APPN","Appian Corporation","Technology","Software - Infrastructure","USA",3723.77,,54.13,1.65%,116716
365,"APPS","Digital Turbine, Inc.","Technology","Software - Application","USA",2259.03,90.49,24.69,-3.93%,2891341
366,"APRE","Aprea Therapeutics, Inc.","Healthcare","Biotechnology","USA",552.19,,26.51,0.53%,3339
367,"APRN","Blue Apron Holdings, Inc.","Consumer Cyclical","Internet Retail","USA",125.25,,7.66,-0.07%,234581
368,"APT","Alpha Pro Tech, Ltd.","Industrials","Building Products & Equipment","Canada",213.77,16.52,14.78,-1.30%,298652
369,"APTO","Aptose Biosciences Inc.","Healthcare","Biotechnology","Canada",429.37,,4.99,3.63%,197319
370,"APTS","Preferred Apartment Communities, Inc.","Real Estate","REIT - Residential","USA",343.92,,6.70,-1.97%,144099
371,"APTV","Aptiv PLC","Consumer Cyclical","Auto Parts","Ireland",23253.44,13.02,84.76,-0.87%,356709
372,"APTX","Aptinyx Inc.","Healthcare","Biotechnology","USA",169.26,,3.65,2.82%,107741
373,"APVO","Aptevo Therapeutics Inc.","Healthcare","Biotechnology","USA",27.24,,8.26,-0.84%,10651
374,"APWC","Asia Pacific Wire & Cable Corporation Limited","Industrials","Electrical Equipment & Parts","Taiwan",15.64,,1.05,-2.53%,12382
375,"APXT","Apex Technology Acquisition Corporation","Financial","Shell Companies","USA",450.04,287.14,10.05,0.00%,693
376,"APYX","Apyx Medical Corporation","Healthcare","Medical Devices","USA",174.58,,4.79,-0.21%,21502
377,"AQB","AquaBounty Technologies, Inc.","Consumer Defensive","Farm Products","USA",121.64,,2.83,-0.70%,183693
378,"AQMS","Aqua Metals, Inc.","Industrials","Waste Management","USA",62.77,,0.98,-1.99%,51126
379,"AQN","Algonquin Power & Utilities Corp.","Utilities","Utilities - Renewable","Canada",8274.04,14.57,13.84,-0.93%,240767
380,"AQST","Aquestive Therapeutics, Inc.","Healthcare","Biotechnology","USA",277.33,,7.89,0.06%,249273
381,"AQUA","Evoqua Water Technologies Corp.","Industrials","Pollution & Treatment Controls","USA",2415.42,28.60,20.06,-0.12%,96476
382,"AR","Antero Resources Corporation","Energy","Oil & Gas E&P","USA",1009.28,,3.66,-3.68%,4819113
383,"ARA","American Renal Associates Holdings, Inc.","Healthcare","Diagnostics & Research","USA",235.73,,6.14,-4.95%,44693
384,"ARAV","Aravive, Inc.","Healthcare","Biotechnology","USA",102.00,,6.15,3.71%,75114
385,"ARAY","Accuray Incorporated","Healthcare","Medical Devices","USA",200.42,88.08,2.24,-2.18%,147488
386,"ARC","ARC Document Solutions, Inc.","Industrials","Specialty Business Services","USA",53.51,13.48,1.21,-2.42%,58952
387,"ARCB","ArcBest Corporation","Industrials","Trucking","USA",850.79,31.07,33.47,0.12%,54649
388,"ARCC","Ares Capital Corporation","Financial","Asset Management","USA",6191.41,142.23,14.39,-1.78%,556270
389,"ARCE","Arco Platform Limited","Consumer Defensive","Education & Training Services","Brazil",2212.46,,40.90,1.77%,50310
390,"ARCH","Arch Resources, Inc.","Energy","Thermal Coal","USA",522.94,40.14,34.04,0.83%,122443
391,"ARCM","Arrow Reserve Capital Management ETF","Financial","Exchange Traded Fund","USA",,,100.54,-0.13%,33
392,"ARCO","Arcos Dorados Holdings Inc.","Consumer Cyclical","Restaurants","Uruguay",927.75,,4.47,-0.11%,411621
393,"ARCT","Arcturus Therapeutics Holdings Inc.","Healthcare","Biotechnology","USA",1241.55,,54.56,0.59%,225449
394,"ARD","Ardagh Group S.A.","Consumer Cyclical","Packaging & Containers","Luxembourg",3585.03,,15.33,0.46%,10879
395,"ARDC","Ares Dynamic Credit Allocation Fund, Inc.","Financial","Asset Management","USA",288.96,,12.57,-0.32%,31617
396,"ARDS","Aridis Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",58.61,,6.54,0.27%,3553
397,"ARDX","Ardelyx, Inc.","Healthcare","Biotechnology","USA",507.53,,5.72,1.06%,53009
398,"ARE","Alexandria Real Estate Equities, Inc.","Real Estate","REIT - Office","USA",21688.88,52.37,170.15,-0.62%,66801
399,"ARES","Ares Management Corporation","Financial","Asset Management","USA",10193.62,83.69,39.26,-0.41%,97776
400,"ARGO","Argo Group International Holdings, Ltd.","Financial","Insurance - Property & Casualty","Bermuda",1245.12,,36.08,0.78%,16291
401,"ARGT","Global X MSCI Argentina ETF","Financial","Exchange Traded Fund","USA",,,25.79,0.07%,3335
402,"ARGX","argenx SE","Healthcare","Biotechnology","Netherlands",10965.45,,235.57,1.20%,75979
403,"ARI","Apollo Commercial Real Estate Finance, Inc.","Real Estate","REIT - Mortgage","USA",1392.84,3126.67,9.10,-2.93%,209422
404,"ARKF","ARK Fintech Innovation ETF","Financial","Exchange Traded Fund","USA",,,39.15,0.40%,182127
405,"ARKG","ARK Genomic Revolution ETF","Financial","Exchange Traded Fund","USA",,,60.63,-0.10%,267834
406,"ARKK","ARK Innovation ETF","Financial","Exchange Traded Fund","USA",,,88.41,-0.06%,592841
407,"ARKQ","ARK Autonomous Technology & Robotics ETF","Financial","Exchange Traded Fund","USA",,,56.58,0.41%,78199
408,"ARKR","Ark Restaurants Corp.","Consumer Cyclical","Restaurants","USA",34.12,,9.51,-2.44%,5890
409,"ARKW","ARK Next Generation Internet ETF","Financial","Exchange Traded Fund","USA",,,104.97,0.32%,197369
410,"ARL","American Realty Investors, Inc.","Real Estate","Real Estate - Development","USA",160.78,,9.76,4.95%,105
